,sigma,omega,std_sigma,std_omega,params,type,CUMUL_STD
213,40.165968106467986,-0.3077859241421944,0.4798115495684236,0.02055165173324977,1000N_0.25V/E,WS,0.24218228308153172
214,42.601006105967166,-0.14018943422067803,0.30631604504452037,0.02331929716981019,1000N_0.25V/E,WS,0.23597422479513738
215,40.779228633811314,0.07900544109526404,0.5016328069772532,0.017539970062318038,1000N_0.25V/E,WS,0.2203846826842044
216,33.881112253356505,0.33559883008632596,0.7672112899032516,0.021784961564955515,1000N_0.25V/E,WS,0.30178344426688863
217,20.498515054728205,0.6423527703855104,0.6574470141437786,0.012138212777667069,1000N_0.25V/E,WS,0.20124055985766157
218,5.925180071827283,0.904796733119053,0.5200742212326489,0.007743143500030978,1000N_0.25V/E,WS,0.14049343056639096
219,0.9300432025480456,0.9848343672815784,0.10767212216200733,0.0019007788536517852,1000N_0.25V/E,WS,0.02044665199517947
220,23.512712650359568,-0.723264770380229,1.3859766916049565,0.017678836782896765,1000N_0.3125V/E,WS,0.3727889274871172
221,29.166125818981833,-0.6393913428825204,1.6122443545983118,0.023388490193431567,1000N_0.3125V/E,WS,0.45988085653189154
222,35.8442609728868,-0.5228098783931883,1.598786602566942,0.030510924150119252,1000N_0.3125V/E,WS,0.5179542978772244
223,41.748673518906934,-0.3778766313320656,1.0761555517770738,0.029886290493875842,1000N_0.3125V/E,WS,0.423287005988951
224,45.38261245755031,-0.2082526903294009,0.5117140956092738,0.02370671727118178,1000N_0.3125V/E,WS,0.27438233854813077
225,44.829085947992965,0.013957597639026214,0.5052896656162174,0.017597272059428487,1000N_0.3125V/E,WS,0.22149575553957174
226,38.39258180901869,0.27479162820579295,1.0100139518261135,0.025160830538800097,1000N_0.3125V/E,WS,0.37192013288132525
227,23.065722735708146,0.602777156902117,0.9081827112692906,0.014469639176734701,1000N_0.3125V/E,WS,0.2638804029332338
228,6.934603285826891,0.8610842044511567,0.42395731245327367,0.005830045564879663,1000N_0.3125V/E,WS,0.10784020115150261
